名字,简介,包名,ID,appid,下载地址,类型
剑侠逍遥,今朝有酒今朝醉灭天何须出一剑,com.yiniu.jxxy.huawei,8303954aba85467fb0e22d470568bb57,C100382129,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/83/8303954aba85467fb0e22d470568bb57/com.yiniu.jxxy.huawei.1901211641.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=79&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
热血修仙H5,热血仙侠，轻松修仙挂机封神,com.rxxx.huawei,0fde4a1ac2b44d61a2dc9a5c973ad6eb,C100793983,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/0f/0fde4a1ac2b44d61a2dc9a5c973ad6eb/com.rxxx.huawei.2003261601.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=80&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,放置挂机
少年封神,成为三界主宰！,com.dc.snfs.huawei,624eae9f03834deab84bbd08b08398b2,C100864077,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/62/624eae9f03834deab84bbd08b08398b2/com.dc.snfs.huawei.1906281720.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=81&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
九州行,首充送吞噬神装,com.junhai.szqx.huawei,4ca77452d0c544339ea97fc8608f89f4,C100115655,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/4c/4ca77452d0c544339ea97fc8608f89f4/com.junhai.szqx.huawei.2005141741.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=82&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
纵剑仙界,纵剑四洲，仙界制霸！,com.mg.zjxj.huawei,f18d11097ee74377a8eea3d2e09950c8,C100596199,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/f1/f18d11097ee74377a8eea3d2e09950c8/com.mg.zjxj.huawei.1904201453.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=83&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
武动九天,体验不一样的仙侠世界！,com.mg.wdjt.huawei,e72fbccab0a44d9480d7cd22218efcac,C100642559,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/e7/e72fbccab0a44d9480d7cd22218efcac/com.mg.wdjt.huawei.2005301745.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=84&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
武动乾坤,正版小说剧情授权 重修符祖修真路,com.woniu.wdqk.huawei,75073ef159294c47a5bfad33454aeedb,C100195443,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/75/75073ef159294c47a5bfad33454aeedb/com.woniu.wdqk.huawei.2005251836.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=85&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
梦想仙侠2,来即送战宠鹿铃,org.suyou.mxxx.huawei,3205185473b240bf92cca685166910a2,C10249201,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/32/3205185473b240bf92cca685166910a2/org.suyou.mxxx.huawei.2003301520.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=86&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
忘仙,新《忘仙》新修仙，爆裂新世界等你来,org.mieshi.huawei,0bf6de4d79754e30867f6e091c2d4b11,C79912,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/0b/0bf6de4d79754e30867f6e091c2d4b11/org.mieshi.huawei.1911151810.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=87&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
封神策,自创仙法，一键封神,com.hoodinn.hgame.fsc.quick.huawei,b5c3c65c50da41b09e462dce8aa0482d,C101479241,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/b5/b5c3c65c50da41b09e462dce8aa0482d/com.hoodinn.hgame.fsc.quick.huawei.1912271634.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=88&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
仙圣奇缘,全新引擎打造引领2019武侠盛宴！,com.xsqy.sy.huawei,814450c96a1c41be991434181c526a7e,C100802725,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/81/814450c96a1c41be991434181c526a7e/com.xsqy.sy.huawei.1905301816.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=89&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
六界仙尊,至高挂机养成乐趣，萌宠、情侣陪你共游六界。,com.ljxz.lzhy.huawei,198b7b8749a44cfe98524fb013d3e847,C100293667,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/19/198b7b8749a44cfe98524fb013d3e847/com.ljxz.lzhy.huawei.2003201248.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=90&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
仙域无双,大千轮回 心传一道,com.ml.xyws.huawei,a41d436f8f194c7a82d5ec0ba9045f8f,C100693035,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/a4/a41d436f8f194c7a82d5ec0ba9045f8f/com.ml.xyws.huawei.2005131734.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=91&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
魔与道,经典仙侠风回合制手游,com.imod.cocos.huawei,f6411f0bea574dfbbbadeeff436584c3,C10355657,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/f6/f6411f0bea574dfbbbadeeff436584c3/com.imod.cocos.huawei.2001031442.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=92&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,回合制
无双争霸战,踏九天诛仙魔，一念斩千魔，一念诛万仙,com.lumo.wszbz.huawei,44f61d9c73e442308133536ea2463540,C101305897,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/44/44f61d9c73e442308133536ea2463540/com.lumo.wszbz.huawei.2001191558.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=93&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
神魔乱舞,全新国风飞行仙侠手游,com.bc.jxqyh5.huawei,7d7de5add4474261ab5ae374090206c9,C101899771,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/7d/7d7de5add4474261ab5ae374090206c9/com.bc.jxqyh5.huawei.2005281123.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=94&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
九天封神,2019年国民级仙侠游戏巨作,com.csj.jtfs.az.huawei,1e83c58c31284362a456e3fba709463b,C100927353,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/1e/1e83c58c31284362a456e3fba709463b/com.csj.jtfs.az.huawei.1912301109.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=95&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
风云七剑,青春武侠  纵情江湖,com.leniu.jwqy.huawei,969850ea88a542d49e0976f0bf8b8a9f,C100496309,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/96/969850ea88a542d49e0976f0bf8b8a9f/com.leniu.jwqy.huawei.2004251142.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=96&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
大圣之怒,全自由3D西游国战动作手游,com.tmgp.dszn.huawei,37c3989f27014d9dbfc60da669d4b78d,C10683542,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/37/37c3989f27014d9dbfc60da669d4b78d/com.tmgp.dszn.huawei.2005061125.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=97&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
冒险王2之美女传奇,唯美仙侠，轻松挂机，超多福利，随机红包,com.qhkj.mxw.minigame.huawei,22935fb9288f4c599b6776ea38ef9586,C102031443,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/22/22935fb9288f4c599b6776ea38ef9586/com.qhkj.mxw.minigame.huawei.2006201233.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=98&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
重生之明月传说,疯狂的武侠,com.leniu.cszmycs.huawei,eee1f0c40ef6451babe0afa55617d573,C100298157,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/ee/eee1f0c40ef6451babe0afa55617d573/com.leniu.cszmycs.huawei.2004251156.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=99&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
仙魔战场,秉承仙侠经典，诠释国风神韵,com.ml.xmzc.huawei,d8189b33041d40a9bcb58061c52c1405,C100978639,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/d8/d8189b33041d40a9bcb58061c52c1405/com.ml.xmzc.huawei.2002051219.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=100&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
诸世王者,正版修仙手游开启仙侠世界御剑寻仙之旅,com.yyjx.zswz.huawei,298c3c36600746a3a85f1aad57ffc429,C101027569,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/29/298c3c36600746a3a85f1aad57ffc429/com.yyjx.zswz.huawei.2006221143.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=101&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
上古封神,山海经神话巨鲲吞噬仙侠手游,com.sgfs.huawei,3a2ee8b9b46c47ada99c564943737e3f,C102029131,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/3a/3a2ee8b9b46c47ada99c564943737e3f/com.sgfs.huawei.2005091636.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=102&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
焚天决,开服前七天，限定时装，橙装宝石拿到手软,com.manling.yjyh.huawei,0c7a2cf7929c4e59aff677241d243e75,C100189985,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/0c/0c7a2cf7929c4e59aff677241d243e75/com.manling.yjyh.huawei.1905311932.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=103&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
剑舞龙城,国风巨作，开启梦幻仙侠之旅,com.hoolai.jwlc.huawei,fd116de0ccbc4862bb2921d9a831125b,C100976873,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/fd/fd116de0ccbc4862bb2921d9a831125b/com.hoolai.jwlc.huawei.2004280947.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=104&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
战玲珑,扬鞭驰骋血沙场，兵戎烁光斩轩辕,com.junhai.zll.huawei,b6987d76e6f5491d86d153f4e72cc311,C100225139,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/b6/b6987d76e6f5491d86d153f4e72cc311/com.junhai.zll.huawei.1910291112.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=105&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
六界仙尊,一秒上手，养娃打怪,com.ljxzh5.hnjq.huawei,f52ebf2a58bd470899252aeb4e3e5443,C100660635,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/f5/f52ebf2a58bd470899252aeb4e3e5443/com.ljxzh5.hnjq.huawei.1906171440.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=106&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
源计划,大型国风动作手游，开启凡人修仙之路！,com.amfe.yjh.huawei,442b8ff3346b498f941cf6d4ea4aa751,C100565669,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/44/442b8ff3346b498f941cf6d4ea4aa751/com.amfe.yjh.huawei.1912251523.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=107&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
封神大主宰,福利仙侠手游传奇热血，修仙武侠挂机,com.qwgame.fsdzz.huawei,ea37151650b6426781a795ef03cf90eb,C100695833,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/ea/ea37151650b6426781a795ef03cf90eb/com.qwgame.fsdzz.huawei.1909231902.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=108&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
莽荒天下,玄幻国风仙侠情缘自由修仙3DMMO手游,com.game.manghuantx.huawei,c3ddf2c9325644a7b11b0b126cc8a16f,C102031189,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/c3/c3ddf2c9325644a7b11b0b126cc8a16f/com.game.manghuantx.huawei.2006182341.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=109&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
九州飞凰录,九州幻想正统仙侠MMO手游,com.dc01.huawei,11035523a31d4919a2c08e7b9e03c789,C100596165,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/11/11035523a31d4919a2c08e7b9e03c789/com.dc01.huawei.2001081741.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=110&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
趣炫莽荒纪,小说独家正版授权！,com.shfh.mhjol.huawei,aa54f978772b4cfa907150b337340f29,C100220581,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/aa/aa54f978772b4cfa907150b337340f29/com.shfh.mhjol.huawei.1911181720.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=111&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
灵山战记,天山剑灵仙侠客.白衣拂袖战九州,com.ld.lszjlsld.huawei,6e353bffdaad4659b60234d155ef1d1a,C101156319,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/6e/6e353bffdaad4659b60234d155ef1d1a/com.ld.lszjlsld.huawei.2004201932.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=112&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
武极天下,梦幻武侠之路，享受激情的仙旅体验,com.xgs.wjtx.huawei,a3fc2d9b74c542b296d7f453fd4f40d3,C101381633,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/a3/a3fc2d9b74c542b296d7f453fd4f40d3/com.xgs.wjtx.huawei.2006161757.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=113&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
雪鹰领主,《雪鹰领主》是一款3D打造的唯美仙侠游戏,com.leju.xylz.huawei,cae2c941ba2241abbb919b79f21f9574,C101353249,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/ca/cae2c941ba2241abbb919b79f21f9574/com.leju.xylz.huawei.1911211024.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=114&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
混沌传说,全民抢boss，天天爆神装。,com.xingmeng.hdcs.huawei,e4e0aa5f205f4948991e52443453987f,C100667765,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/e4/e4e0aa5f205f4948991e52443453987f/com.xingmeng.hdcs.huawei.1904281302.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=115&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
朝歌封神录,国风山河，结缘相伴，畅游神魔志异,com.junhai.zgfsl.jh.huawei,a6796739f271404190ee842e8259d23d,C101006789,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/a6/a6796739f271404190ee842e8259d23d/com.junhai.zgfsl.jh.huawei.2002271007.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=116&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
天子,硬派国战修仙手游,com.snailgames.chosen.huawei,b3037afa12a14fc1a7acc6246c092701,C10327191,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/b3/b3037afa12a14fc1a7acc6246c092701/com.snailgames.chosen.huawei.1910091756.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=117&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
